state,district,block,panchayat,village,village_id,year,week,demand,date,program,previous_demand,demand_2w_ago,demand_4w_ago,weekly_growth,2_week_growth,4_week_growth,consecutive_growth_weeks,rolling_mean_4,rolling_std_4,rolling_mean_8,rolling_std_8,rolling_mean_12,rolling_std_12,rolling_mean,rolling_std,z_score,demand_ratio_to_average,same_week_last_year,same_week_2y_ago,seasonal_baseline,seasonal_deviation,volume_dampener,zscore_abnormality,isoforest_abnormality,abnormality_score,anomaly_detected,speed_score,intensity_score,dms,risk,risk_emoji,recommendation,explanation
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,1,103.0,2024-01-01,MGNREGA (historical),,,,,,,0,,,,,,,,,0.0,1.0,,,,,1.0,0.0,0.0,0.0,False,0.0,10.0,3.0,LOW,🟢,Continue routine monitoring. No administrative action required at this time.,No significant deviation from normal demand patterns detected
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,2,118.0,2024-01-08,MGNREGA (historical),103.0,,,14.563106796116504,,,1,,,,,,,,,0.0,1.0,,,,,1.0,0.0,0.0,0.0,False,44.12621359223301,10.0,20.7,LOW,🟢,Continue routine monitoring. No administrative action required at this time.,Demand increased 15% in the latest week
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,3,118.0,2024-01-15,MGNREGA (historical),118.0,103.0,,0.0,14.563106796116504,,0,,,,,,,,,0.0,1.0,,,,,1.0,0.0,0.0,0.0,False,0.0,10.0,3.0,LOW,🟢,Continue routine monitoring. No administrative action required at this time.,No significant deviation from normal demand patterns detected
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,4,116.0,2024-01-22,MGNREGA (historical),118.0,118.0,,-1.694915254237288,-1.694915254237288,,0,113.0,8.660254037844387,,,,,113.0,8.660254037844387,0.3464101615137754,1.0265486725663717,,,,,1.0,6.928203230275508,0.0,4.156921938165304,False,0.0,13.318584070796465,5.2,LOW,🟢,Continue routine monitoring. No administrative action required at this time.,No significant deviation from normal demand patterns detected
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,5,114.0,2024-01-29,MGNREGA (historical),116.0,118.0,103.0,-1.7241379310344827,-3.389830508474576,10.679611650485436,0,113.75,7.22841614740048,113.75,7.22841614740048,,,113.75,7.22841614740048,0.03458572319330373,1.0021978021978022,,,,,1.0,0.6917144638660747,2.314561889975928,1.340853434310016,False,0.0,10.274725274725274,3.5,LOW,🟢,Continue routine monitoring. No administrative action required at this time.,No significant deviation from normal demand patterns detected
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,6,131.0,2024-02-05,MGNREGA (historical),114.0,116.0,118.0,14.912280701754385,12.931034482758621,11.016949152542372,1,116.5,1.9148542155126793,113.8,6.260990336999411,,,113.8,6.260990336999411,2.7471692294997423,1.1511423550087874,,,,,1.0,54.94338458999485,17.47780985375475,39.957154695498815,False,44.82456140350877,28.892794376098426,38.6,LOW,🟢,Continue routine monitoring. No administrative action required at this time.,Demand increased 15% in the latest week · Current demand is 15% above its historical baseline · Current demand is 2.7 standard deviations above baseline
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,7,133.0,2024-02-12,MGNREGA (historical),131.0,114.0,118.0,1.5267175572519083,16.666666666666664,12.711864406779661,2,119.75,7.67571929311297,116.66666666666667,8.981462390204989,116.66666666666667,8.981462390204989,116.66666666666667,8.981462390204989,1.8185605666117524,1.14,,,,,1.0,36.37121133223505,10.882426477135354,26.17569739019517,False,6.106870229007633,27.499999999999993,18.5,LOW,🟢,Continue routine monitoring. No administrative action required at this time.,Current demand is 14% above its historical baseline · Current demand is 1.8 standard deviations above baseline
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,8,130.0,2024-02-19,MGNREGA (historical),133.0,131.0,116.0,-2.2556390977443606,-0.7633587786259541,12.068965517241379,0,123.5,9.882644720249065,119.0,10.263202878893773,119.0,10.263202878893773,119.0,10.263202878893773,1.0717901740616904,1.0924369747899159,,,,,1.0,21.43580348123381,3.566065067362592,14.287908115685322,False,0.0,21.554621848739487,10.8,LOW,🟢,Continue routine monitoring. No administrative action required at this time.,No significant deviation from normal demand patterns detected
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,9,145.0,2024-02-26,MGNREGA (historical),130.0,133.0,114.0,11.538461538461538,9.022556390977442,27.192982456140353,1,127.0,8.755950357709134,120.375,10.266972011538476,120.375,10.266972011538476,120.375,10.266972011538476,2.398467627293163,1.2045690550363448,,,,,1.0,47.96935254586326,17.56883585102805,35.809145867929175,False,38.07692307692308,35.38075458636207,36.6,LOW,🟢,Continue routine monitoring. No administrative action required at this time.,Demand increased 12% in the latest week · Current demand is 20% above its historical baseline · Current demand is 2.4 standard deviations above baseline
Tamil Nadu,Salem,Attur,Chinnakoundampalayam Gp,Chinnakoundampalayam,Tamil Nadu|Salem|Attur|Chinnakoundampalayam,2024,10,127.0,2024-03-04,MGNREGA (historical),145.0,130.0,131.0,-12.413793103448276,-2.307692307692308,-3.0534351145038165,0,134.75,6.946221994724899,125.625,10.835622468770058,123.11111111111111,12.633729105498158,123.11111111111111,12.633729105498158,0.3078179733327077,1.0315884476534296,,,,,1.0,6.156359466654155,6.913746524453986,6.4593142897740865,False,0.0,13.948555956678701,6.1,LOW,🟢,Continue routine monitoring. No administrative action required at this time.,No significant deviation from normal demand patterns detected
